Date,Open,High,Low,Close,Volume,Adj Close,return
5/12/2016,149.210007,149.389999,147.110001,148.839996,3249200,147.565526,-0.000738509
5/11/2016,149.710007,151.089996,148.740005,148.949997,3093000,147.674585,-0.006801387
5/10/2016,148.240005,150.039993,147.740005,149.970001,3992700,148.685855,0.017849905
5/9/2016,147.699997,148.199997,147.009995,147.339996,4302400,146.07837,0.000339481
5/6/2016,144.860001,147.970001,144.470001,147.289993,4895800,146.028796,0.015302903
5/5/2016,145.949997,147.300003,145.449997,146.470001,6501200,143.827813,0.015389954
5/4/2016,143.360001,145,143.309998,144.25,2577100,141.647859,0.000832551
5/3/2016,144.649994,144.899994,142.899994,144.130005,3584300,141.530028,-0.007847453
5/2/2016,146.559998,147,144.429993,145.270004,3502400,142.649463,-0.004590915
4/29/2016,146.490005,147.339996,144.190002,145.940002,4225800,143.307375,-0.007683452
4/28/2016,149.75,150.179993,146.729996,147.070007,3791500,144.416996,-0.022595825
4/27/2016,149.350006,150.779999,148.970001,150.470001,3111200,147.755657,0.009323848
4/26/2016,148.649994,149.789993,147.899994,149.080002,2979800,146.390732,0.001814425
4/25/2016,148.160004,148.899994,147.110001,148.809998,2848900,146.125598,0.002087522
4/22/2016,149.440002,151,147.5,148.5,5191900,145.821193,-0.005358354
4/21/2016,146.580002,150.119995,146.460007,149.300003,6017700,146.606764,0.021832878
4/20/2016,144.240005,147.199997,144,146.110001,6754300,143.474307,0.014652781
4/19/2016,146.470001,146.949997,142.610001,144,13190200,141.402369,-0.055923416
4/18/2016,151.720001,153.139999,151.490005,152.529999,6581700,149.778494,0.005338766
4/15/2016,151.039993,152.100006,150.960007,151.720001,3657600,148.983108,0.00370467
4/14/2016,151.5,152.759995,150.380005,151.160004,3176500,148.433212,-0.000462822
4/13/2016,150.75,151.229996,149.630005,151.229996,3168400,148.501942,0.010692985
4/12/2016,149.610001,150.110001,148.580002,149.630005,3595800,146.930813,0.002546097
4/11/2016,150.259995,151.949997,149.220001,149.25,3846100,146.557663,-0.000669608
4/8/2016,149.059998,149.990005,148.119995,149.350006,3293800,146.655865,0.00741994
4/7/2016,149.070007,149.600006,148,148.25,3663000,145.575702,-0.011798455
4/6/2016,149.899994,150.149994,147.809998,150.020004,4194600,147.313777,0.000133359
4/5/2016,151.429993,151.600006,149.649994,150,3337000,147.294134,-0.013612198
4/4/2016,152.339996,153.520004,151.910004,152.070007,3931200,149.3268,-0.002950417
4/1/2016,150.509995,152.960007,150.25,152.520004,3925500,149.76868,0.007065091
3/31/2016,149.789993,153.100006,149.360001,151.449997,6780600,148.717974,0.020483746
3/30/2016,149.949997,150.410004,148.320007,148.410004,3331200,145.73282,-0.006160838
3/29/2016,147.589996,149.759995,147.5,149.330002,3138500,146.636222,0.006266904
3/28/2016,147.75,148.649994,147.229996,148.399994,3265100,145.72299,0.003041545
3/24/2016,144.979996,148.220001,144.490005,147.949997,5044500,145.281111,0.017537846
3/23/2016,148,148.029999,145.130005,145.399994,4764200,142.777108,-0.018231004
3/22/2016,148.059998,149.279999,147.839996,148.100006,4081900,145.428414,-0.003565893
3/21/2016,147.300003,148.710007,146.720001,148.630005,3721600,145.948852,0.010469838
3/18/2016,147.399994,147.509995,145.509995,147.089996,12089700,144.436624,0.000340064
3/17/2016,144.779999,147.320007,144.449997,147.039993,5821600,144.387523,0.015539748
3/16/2016,142.619995,144.880005,142.110001,144.789993,4221900,142.178111,0.012800687
3/15/2016,141.740005,143.330002,141.539993,142.960007,3707500,140.381136,0.001260738
3/14/2016,142.009995,143.190002,141.039993,142.779999,4048800,140.204375,0.002950256
3/11/2016,141.729996,142.919998,140.509995,142.360001,4421900,139.791953,0.015478977
3/10/2016,141.240005,141.470001,138.089996,140.190002,4020600,137.6611,-0.001566852
3/9/2016,139.309998,142.169998,139.229996,140.410004,4406500,137.877133,0.009635409
3/8/2016,139.710007,140.350006,137.419998,139.070007,5579100,136.561309,-0.00770593
3/7/2016,137.279999,140.509995,136.869995,140.149994,5171000,137.621813,0.017053633
3/4/2016,137.539993,139.419998,137.020004,137.800003,3968400,135.314214,0
3/3/2016,137.220001,137.960007,136.070007,137.800003,5156400,135.314214,0.011005133
3/2/2016,133.699997,137.440002,133.220001,136.300003,5217200,133.841273,0.01436339
3/1/2016,132.240005,134.639999,132.029999,134.369995,3788500,131.94608,0.025490312
2/29/2016,132,133.360001,130.899994,131.029999,4428000,128.666335,-0.007574029
2/26/2016,134.509995,134.919998,131.949997,132.029999,4386200,129.648295,-0.018364324
2/25/2016,133.289993,134.509995,130.880005,134.5,4358300,132.07374,0.012801178
2/24/2016,131.550003,133.490005,129.679993,132.800003,4122600,130.40441,0.003021222
2/23/2016,133.139999,133.410004,132.009995,132.399994,3439700,130.011616,-0.010241539
2/22/2016,133.080002,134.309998,132.410004,133.770004,4457400,131.356913,0.005184874
2/19/2016,132.360001,133.649994,130.839996,133.080002,5125300,130.679357,0.004756548
2/18/2016,130,134,129.75,132.449997,9951600,130.060717,0.050356847
2/17/2016,123.709999,126.57,123.25,126.099998,4821000,123.825267,0.027374943
2/16/2016,121.830002,123.089996,121.339996,122.739998,4061400,120.525878,0.014044923
2/12/2016,119.260002,121.050003,118.349998,121.040001,4936500,118.856547,0.027068323
2/11/2016,118.779999,119.660004,116.900002,117.849998,7307600,115.72409,-0.019469203
2/10/2016,125,125.290001,119.839996,120.190002,6469100,118.021882,-0.03127265
2/9/2016,126.120003,126.93,123.769997,124.07,5957200,121.831888,-0.022917017
2/8/2016,126,127.510002,124.129997,126.980003,7364000,124.689397,-0.002278655
2/5/2016,127.220001,128.639999,125.849998,128.570007,7177700,124.97417,0.007207251
2/4/2016,125.080002,128.5,125,127.650002,5266500,124.079895,0.023492624
2/3/2016,123.989998,125.449997,122.290001,124.720001,6223500,121.231841,0.014478598
2/2/2016,123.669998,124.139999,122.639999,122.940002,3287300,119.501625,-0.015140586
2/1/2016,124.400002,125.290001,123.709999,124.830002,3574900,121.338765,0.000320544
1/29/2016,123.279999,124.790001,122.959999,124.790001,8248100,121.299883,0.021027651
1/28/2016,121.260002,122.830002,121.010002,122.220001,3942500,118.801761,0.010416689
1/27/2016,122.730003,123.370003,120.650002,120.959999,5026400,117.576998,-0.013296335
1/26/2016,122.25,123.610001,122.239998,122.589996,4617800,119.161408,0.004177543
1/25/2016,122.099998,124.230003,121.639999,122.080002,5446000,118.665677,-0.003428559
1/22/2016,124.669998,124.739998,121.769997,122.5,9238400,119.073929,-0.003335798
1/21/2016,121.300003,125.099998,120.580002,122.910004,8851600,119.472465,0.008616465
1/20/2016,118.459999,123.989998,118,121.860001,16157800,118.451829,-0.048786196
1/19/2016,130.110001,132.100006,128.059998,128.110001,9979600,124.527029,-0.014765811
1/15/2016,130.009995,130.880005,128.869995,130.029999,9008500,126.393329,-0.021668834
1/14/2016,131.929993,133.789993,131.220001,132.910004,5709600,129.192786,0.013265269
1/13/2016,133.5,134.279999,131.100006,131.169998,4700100,127.501445,-0.013017272
1/12/2016,133.649994,133.779999,131.130005,132.899994,5078700,129.183056,-0.002476938
1/11/2016,131.809998,133.820007,131.759995,133.229996,4974400,129.503829,0.012155218
1/8/2016,133.179993,133.820007,131.320007,131.630005,4762700,127.948586,-0.009257831
1/7/2016,133.699997,135.020004,132.429993,132.860001,7025800,129.144181,-0.017089575
1/6/2016,134.380005,135.580002,133.619995,135.169998,4310900,131.389573,-0.005005583
1/5/2016,136.759995,136.889999,134.850006,135.850006,3924800,132.050563,-0.000735495
1/4/2016,135.600006,135.970001,134.240005,135.949997,5229400,132.147757,-0.012134853
12/31/2015,139.070007,139.100006,137.570007,137.619995,3462100,133.771049,-0.012343914
12/30/2015,139.580002,140.440002,139.220001,139.339996,2989400,135.442945,-0.003147825
12/29/2015,138.25,140.059998,138.199997,139.779999,3943700,135.870642,0.015769191
12/28/2015,137.740005,138.039993,136.539993,137.610001,3143400,133.761334,-0.004629291
12/24/2015,138.429993,138.880005,138.110001,138.25,1495200,134.383434,-0.002093204
12/23/2015,138.300003,139.309998,138.110001,138.539993,5164900,134.665316,0.004422537
12/22/2015,135.880005,138.190002,135.649994,137.929993,4263800,134.072376,0.017933519
12/21/2015,135.830002,135.830002,134.020004,135.5,5617500,131.710346,0.004447791
12/18/2015,136.410004,136.960007,134.270004,134.899994,10026100,131.12712,-0.013528387
12/17/2015,139.350006,139.5,136.309998,136.75,4089500,132.925386,-0.018235289
12/16/2015,139.119995,139.649994,137.789993,139.289993,4345500,135.394341,0.010886138
12/15/2015,137.399994,138.970001,137.279999,137.789993,4207900,133.936292,0.013683517
12/14/2015,135.309998,136.139999,134.020004,135.929993,5143800,132.128312,0.010106152
12/11/2015,135.229996,135.440002,133.910004,134.570007,5333800,130.806363,-0.016157266
12/10/2015,137.029999,137.850006,135.720001,136.779999,4222300,132.954545,0.0012444
12/9/2015,137.380005,139.839996,136.229996,136.610001,4615000,132.789302,-0.010431017
12/8/2015,138.279999,139.059998,137.529999,138.050003,3905200,134.18903,-0.010748835
12/7/2015,140.160004,140.410004,138.809998,139.550003,3279400,135.647078,-0.006266393
12/4/2015,138.089996,141.020004,137.990005,140.429993,4571600,136.502456,0.010869525
12/3/2015,140.100006,140.729996,138.190002,138.919998,5909600,135.034693,-0.005583386
12/2/2015,140.929993,141.210007,139.5,139.699997,3725400,135.792877,-0.011183482
12/1/2015,139.580002,141.399994,139.580002,141.279999,4195100,137.32869,0.013340994
11/30/2015,138.610001,139.899994,138.520004,139.419998,4545600,135.520709,0.006933345
11/27/2015,138,138.809998,137.210007,138.460007,1415800,134.587567,0.00333338
11/25/2015,138.369995,138.429993,137.380005,138,3238200,134.140426,-0.004329047
11/24/2015,137.649994,139.339996,137.309998,138.600006,3407700,134.723651,0.001011119
11/23/2015,138.529999,138.869995,137.119995,138.460007,5137900,134.587567,-0.000288762
11/20/2015,137.369995,138.919998,137.25,138.5,5176400,134.626442,0.012871101
11/19/2015,136.210007,137.740005,136.009995,136.740005,4753600,132.915671,0.006773659
11/18/2015,134.789993,135.910004,134.259995,135.820007,4149200,132.021403,0.014945447
11/17/2015,134.220001,134.820007,133.309998,133.820007,2815100,130.077339,0.00082268
11/16/2015,131.789993,134.089996,131.789993,133.710007,4190800,129.970415,0.014876716
11/13/2015,132.949997,133,131.649994,131.75,4613800,128.065225,-0.009696283
11/12/2015,134.699997,134.699997,133.009995,133.039993,4701400,129.31914,-0.014664574
11/11/2015,136.089996,136.199997,134.5,135.020004,3164800,131.243774,-0.00332175
11/10/2015,135.360001,135.740005,134.119995,135.470001,4520800,131.681186,0.001182499
11/9/2015,137.919998,138.080002,134.880005,135.309998,8075600,131.525657,-0.021265843
11/6/2015,138.600006,139.550003,137.869995,138.25,4744900,134.383434,-0.002453236
11/5/2015,141.610001,142.380005,139.630005,139.889999,5096900,134.713919,-0.012285575
11/4/2015,142.550003,142.649994,141.300003,141.630005,3516900,136.389543,-0.001762047
11/3/2015,140.020004,142.800003,139.899994,141.880005,4349400,136.630292,0.010757348
11/2/2015,140.5,140.520004,139.570007,140.369995,3822200,135.176155,0.002070203
10/30/2015,140.440002,141.330002,139.899994,140.080002,3984000,134.896891,-0.003344017
10/29/2015,140.360001,140.820007,139.020004,140.550003,3710400,135.349502,-0.001988208
10/28/2015,137.919998,141.229996,137.5,140.830002,8511400,135.619141,0.021543604
10/27/2015,143.509995,143.830002,137.330002,137.860001,15008500,132.759033,-0.040373118
10/26/2015,144.75,145,143.210007,143.660004,3489400,138.344429,-0.007049971
10/23/2015,144.610001,145.490005,143.699997,144.679993,5370400,139.326678,0.004094639
10/22/2015,141.740005,145.070007,141.619995,144.089996,5583200,138.758512,0.022495021
10/21/2015,140.25,142.660004,139.300003,140.919998,6990600,135.705807,0.001990894
10/20/2015,142.490005,142.880005,140.270004,140.639999,16025600,135.436168,-0.05749901
10/19/2015,149.850006,149.970001,148.380005,149.220001,7954700,143.698701,-0.007779761
10/16/2015,150.449997,151.199997,149.259995,150.389999,3454000,144.825408,0.001998824
10/15/2015,150.910004,151.240005,148.580002,150.089996,3476200,144.536505,0.000533305
10/14/2015,149.600006,150.649994,149.020004,150.009995,3353000,144.459464,0.002606599
10/13/2015,150.779999,150.779999,149.179993,149.619995,3915700,144.083895,-0.010056926
10/12/2015,152.399994,152.580002,150.850006,151.139999,3227600,145.547657,-0.00820264
10/9/2015,152.460007,153.149994,151.270004,152.389999,3531100,146.751406,0.000722361
10/8/2015,149.690002,153.020004,149.289993,152.279999,4794400,146.645475,0.014591262
10/7/2015,150.039993,150.729996,148.860001,150.089996,2980800,144.536505,0.008804929
10/6/2015,149.059998,150.149994,148.490005,148.779999,3018100,143.274979,-0.001744465
10/5/2015,145.820007,149.889999,145.820007,149.039993,5131800,143.525354,0.030847914
10/2/2015,141.050003,144.589996,140.559998,144.580002,3054400,139.230387,0.006894675
10/1/2015,145.309998,145.669998,141.589996,143.589996,3880900,138.277012,-0.00951925
9/30/2015,143.690002,145.710007,143.660004,144.970001,3946200,139.605956,0.017547559
9/29/2015,141.990005,142.660004,141.149994,142.470001,4763500,137.198458,-0.00035085
9/28/2015,144.419998,145.380005,142.470001,142.520004,4317300,137.246611,-0.019942195
9/25/2015,145.550003,146.270004,144.529999,145.419998,3474400,140.039302,0.006993933
9/24/2015,142.600006,145.070007,141.949997,144.410004,3280300,139.066679,0.005220666
9/23/2015,144.210007,144.570007,142.75,143.660004,2674200,138.344429,-0.005331229
9/22/2015,144.619995,145.059998,143.770004,144.429993,3564100,139.085928,-0.013995108
9/21/2015,145.389999,146.979996,144.919998,146.479996,3825000,141.060079,0.013632283
9/18/2015,146.050003,146.389999,143.979996,144.509995,7975800,139.16297,-0.024503875
9/17/2015,148.100006,149.679993,147.300003,148.139999,4003000,142.65866,-0.001819314
9/16/2015,147.839996,148.889999,147.539993,148.410004,2799200,142.918674,0.005964923
9/15/2015,146.600006,147.929993,145.759995,147.529999,2717100,142.07123,0.012907685
9/14/2015,147.369995,147.369995,145.410004,145.649994,3226700,140.260788,-0.01167131
9/11/2015,145.910004,147.5,145.669998,147.369995,3115100,141.917147,0.008002724
9/10/2015,145.850006,147.160004,144.509995,146.199997,3461700,140.79044,0.007928259
9/9/2015,148.740005,149.039993,144.850006,145.050003,3407800,139.682997,-0.014806718
9/8/2015,145.860001,147.339996,145.660004,147.229996,3933300,141.782328,0.024565058
9/4/2015,144.570007,145.399994,143.320007,143.699997,4201100,138.382943,-0.020983795
9/3/2015,146.050003,148.029999,145.770004,146.779999,3603500,141.348981,0.011926892
9/2/2015,144.740005,145.080002,143.179993,145.050003,4252000,139.682997,0.016610667
9/1/2015,144.910004,144.979996,141.850006,142.679993,5272000,137.40068,-0.035228933
8/31/2015,147.380005,148.399994,146.259995,147.889999,4093100,142.417911,-0.000608163
8/28/2015,147.75,148.199997,147.179993,147.979996,4076300,142.504577,-0.003770012
8/27/2015,148.5,148.970001,145.660004,148.539993,4976600,143.043854,0.012542576
8/26/2015,144.089996,146.979996,142.139999,146.699997,6221800,141.27194,0.040720705
8/25/2015,146.940002,147.110001,140.619995,140.960007,7073200,135.744335,-0.017494908
8/24/2015,143.470001,147.759995,143,143.470001,10189700,138.161457,-0.036143801
8/21/2015,151.5,153.190002,148.699997,148.850006,7362100,143.342396,-0.024957408
8/20/2015,152.740005,153.910004,152.5,152.660004,4011500,147.01142,-0.008314917
8/19/2015,155.149994,155.669998,153.410004,153.940002,4206400,148.244057,-0.013268329
8/18/2015,155.509995,156.520004,155.25,156.009995,2018300,150.237457,-0.001919285
8/17/2015,155.199997,156.690002,154.699997,156.309998,2249600,150.52636,0.00359549
8/14/2015,155,156.210007,154.580002,155.75,3226400,149.987083,0.004385067
8/13/2015,156.059998,156.089996,154.320007,155.070007,2533400,149.332251,-0.006979995
8/12/2015,154.259995,156.520004,153.949997,156.160004,3560300,150.381916,0.004179854
8/11/2015,155.960007,155.990005,154.860001,155.509995,3167100,149.755958,-0.007910721
8/10/2015,156.770004,157.470001,156.119995,156.75,4613400,150.950082,0.010508026
8/7/2015,155.889999,156.25,154.339996,155.119995,3794900,149.380389,-0.007676636
8/6/2015,157.130005,157.539993,156.179993,156.320007,3004800,150.535999,-0.001787904
8/5/2015,159.100006,159.539993,157.479996,157.899994,3472800,150.805625,0.001903473
8/4/2015,158.399994,158.820007,156.869995,157.600006,5260600,150.519116,-0.006993893
8/3/2015,161.699997,161.850006,157.899994,158.710007,4615700,151.579245,-0.020248155
7/31/2015,161.399994,162.059998,160.630005,161.990005,3580200,154.711875,0.006399101
7/30/2015,160.5,161.399994,159.75,160.960007,1994700,153.728153,-0.000806943
7/29/2015,160,161.5,159.389999,161.089996,3378400,153.852303,0.006497928
7/28/2015,159.910004,160.190002,158.5,160.050003,2721000,152.859036,0.006160783
7/27/2015,159,160.179993,158.600006,159.070007,3706200,151.923071,-0.004256606
7/24/2015,161.289993,161.929993,159.410004,159.75,3778200,152.572512,-0.012242597
7/23/2015,160.270004,162.75,159.830002,161.729996,5034200,154.463547,0.008606107
7/22/2015,162.729996,163.070007,159.699997,160.350006,7181800,153.14556,-0.016679961
7/21/2015,164.339996,166.350006,162.020004,163.070007,13752300,155.743353,-0.058595965
7/20/2015,172.789993,173.779999,172.139999,173.220001,7377800,165.437312,0.00411574
7/17/2015,170.330002,172.520004,170.100006,172.509995,4356400,164.759206,0.008830376
7/16/2015,169.470001,171.089996,169.160004,171,3529900,163.317055,0.014656156
7/15/2015,168.479996,169.270004,168,168.529999,1998000,160.958029,-0.000474482
7/14/2015,169.429993,169.539993,168.240005,168.610001,3025300,161.034437,-0.004546014
7/13/2015,167.929993,169.889999,167.520004,169.380005,4229000,161.769845,0.014555305
7/10/2015,165.660004,167.399994,165.520004,166.949997,4538300,159.449016,0.018919682
7/9/2015,165.339996,165.509995,163.699997,163.850006,4199700,156.488307,0.004228993
7/8/2015,164,164.940002,162.679993,163.160004,2776300,155.829306,-0.011151492
7/7/2015,164.940002,165.350006,162.229996,165,3549900,157.586632,0.001639071
7/6/2015,163.830002,165.229996,163.520004,164.729996,3079800,157.328759,-0.002180633
7/2/2015,165.050003,165.320007,164.419998,165.089996,2852700,157.672585,0.003647585
7/1/2015,163.970001,165.610001,163.600006,164.490005,3214500,157.099551,0.011250474
6/30/2015,163.990005,164,162.119995,162.660004,3597300,155.35177,-0.001902179
6/29/2015,163.919998,165.350006,162.889999,162.970001,3314700,155.64784,-0.015048988
6/26/2015,166.229996,166.809998,165.229996,165.460007,8946000,158.025971,-0.003733111
6/25/2015,167.800003,168.130005,166.080002,166.080002,2408900,158.61811,-0.005330294
6/24/2015,168.710007,168.839996,166.830002,166.970001,3548100,159.468122,-0.009785277
6/23/2015,168.380005,169.970001,167.570007,168.619995,3701600,161.043982,0.005306142
6/22/2015,167.649994,168.339996,167.199997,167.729996,2335800,160.19397,0.004431345
6/19/2015,167.619995,168.419998,166.770004,166.990005,7074000,159.487227,-0.007488826
6/18/2015,167.050003,168.720001,167.050003,168.25,3330900,160.690611,0.006460501
6/17/2015,167,167.850006,166.100006,167.169998,2863000,159.659133,0.001977954
6/16/2015,166.330002,167.399994,165.910004,166.839996,3249800,159.343958,0.003488525
6/15/2015,166.990005,166.990005,164.25,166.259995,4245700,158.790015,-0.004371585
6/12/2015,168.229996,168.300003,166.690002,166.990005,3065100,159.487227,-0.010605484
6/11/2015,169.259995,170.440002,168.539993,168.779999,3464000,161.196797,-0.000828789
6/10/2015,166.490005,169.389999,166.059998,168.919998,4680500,161.330506,0.0195558
6/9/2015,165.339996,166.020004,163.369995,165.679993,3395900,158.236073,0.00205635
6/8/2015,167.169998,167.279999,165.020004,165.339996,3758700,157.911352,-0.012305841
6/5/2015,168.25,168.910004,167.199997,167.399994,3100500,159.878795,-0.005820236
6/4/2015,169.529999,170.600006,167.929993,168.380005,3079300,160.814775,-0.009063048
6/3/2015,170.5,171.559998,169.630005,169.919998,2131000,162.285577,0.001591536
6/2/2015,169.660004,170.449997,168.429993,169.649994,2571400,162.027704,-0.003114341
6/1/2015,170.210007,171.039993,169.029999,170.179993,2985500,162.53389,0.003124071
5/29/2015,171.350006,171.350006,169.649994,169.649994,4092000,162.027704,-0.011997043
5/28/2015,171.449997,171.839996,170.660004,171.710007,1731400,163.995161,-0.001686007
5/27/2015,171.160004,172.479996,170.490005,172,2764400,164.272125,0.010991565
5/26/2015,172.110001,172.119995,169.130005,170.130005,3854200,162.486148,-0.01213562
